x,y,IDP.event_allData_allRun logistic values
95.7214312933168,25.7352573931409,0.0
95.4851172933168,25.7328183931409,0.0
95.6913332933168,25.7317343931409,0.0
95.6856712933168,25.7303793931409,0.0
95.6767312933168,25.7208943931409,0.0
95.5068712933168,25.7149323931409,0.0
95.7226232933168,25.7135773931409,0.0
95.4621712933168,25.7130353931409,0.0
95.7083192933168,25.7116803931409,0.0
95.5095532933168,25.6954203931409,0.0
95.7229212933168,25.6935233931409,0.0
95.4782632933168,25.6929813931409,0.0
95.4717072933168,25.6918973931409,0.0
95.5104472933168,25.6881033931409,0.0
95.5557432933168,25.6872903931409,0.0
95.7878852933168,25.6821413931409,0.0
95.7703032933168,25.6818703931409,0.0
95.5926952933168,25.6815993931409,0.0
95.6665992933168,25.6813283931409,0.0
95.7390132933168,25.6810573931409,0.0
95.6511032933168,25.6794313931409,0.0
95.7363312933168,25.6778053931409,0.0
95.5244532933168,25.6769923931409,0.0
95.5465052933168,25.6759083931409,0.0
95.6359052933168,25.6748243931409,0.0
95.6248792933168,25.6742823931409,0.0
95.4866072933168,25.6731983931409,0.0
95.7357352933168,25.6731983931409,0.0
95.4672372933168,25.6726563931409,0.0
95.7953352933168,25.6680493931409,0.0
95.7694092933168,25.6675073931409,0.0
95.6338192933168,25.6642553931409,0.0
95.6826912933168,25.6615453931409,0.0
95.5435252933168,25.6604613931409,0.0
95.5578292933168,25.6582933931409,0.0
95.5947812933168,25.6577513931409,0.0
95.7437812933168,25.6577513931409,0.0
95.7714952933168,25.6577513931409,0.0
95.6236872933168,25.6566673931409,0.0
95.6382892933168,25.6547703931409,0.0
95.6466332933168,25.6544993931409,0.0
95.7261992933168,25.6507053931409,0.0
95.8892052933168,25.6501633931409,0.0
95.5703452933168,25.6466403931409,0.0
95.6365012933168,25.6458273931409,0.0
95.8230492933168,25.6455563931409,0.0
95.5196852933168,25.6439303931409,0.0
95.6829892933168,25.6428463931409,0.0
95.6326272933168,25.6417623931409,0.0
95.6075952933168,25.6406783931409,0.0
95.5110432933168,25.6404073931409,0.0
95.4472712933168,25.6401363931409,0.0
95.8600012933168,25.6360713931409,0.0
95.7509332933168,25.6352583931409,0.0
95.9401632933168,25.6336323931409,0.0
95.6207072933168,25.6325483931409,0.0
95.5959732933168,25.6320063931409,0.0
95.4609792933168,25.6314643931409,0.0
95.7500392933168,25.6314643931409,0.0
95.8477832933168,25.6311933931409,0.0
95.5128312933168,25.6306513931409,0.0
95.9184092933168,25.6284833931409,0.0
95.4913752933168,25.6271283931409,0.0
95.4690252933168,25.6260443931409,0.0
95.5310092933168,25.6252313931409,0.0
95.8999332933168,25.6252313931409,0.0
95.6457392933168,25.6241473931409,0.0
95.8078512933168,25.6225213931409,0.0
95.6883532933168,25.6219793931409,0.0
95.5861392933168,25.6208953931409,0.0
95.6677912933168,25.6195403931409,0.0
95.6207072933168,25.6184563931409,0.0
95.6582552933168,25.6179143931409,0.0
95.8567232933168,25.6168303931409,0.0
95.7863952933168,25.6162883931409,0.0
95.6096812933168,25.6160173931409,0.0
95.6683872933168,25.6119523931409,0.0
95.6937172933168,25.6119523931409,0.0
95.7631512933168,25.6116813931409,0.0
95.8382472933168,25.6114103931409,0.0
95.9404612933168,25.6097843931409,0.0
95.5086592933168,25.6081583931409,0.0
95.5736232933168,25.6081583931409,0.0
95.4916732933168,25.6051773931409,0.0
95.4842232933168,25.6032803931409,0.0
95.5634912933168,25.6021963931409,0.0
95.8760932933168,25.5997573931409,0.0
95.7345432933168,25.5992153931409,0.0
95.8942712933168,25.5978603931409,0.0
95.8054672933168,25.5962343931409,0.0
95.8015932933168,25.5916273931409,0.0
95.8981452933168,25.5894593931409,0.0
95.6636192933168,25.5875623931409,0.0
95.8835432933168,25.5862073931409,0.0
95.6514012933168,25.5856653931409,0.0
95.6752412933168,25.5848523931409,0.0
95.8602992933168,25.5845813931409,0.0
95.8749012933168,25.5845813931409,0.0
95.7068292933168,25.5843103931409,0.0
95.5786892933168,25.5826843931409,0.0
95.8993372933168,25.5783483931409,0.0
95.8391412933168,25.5778063931409,0.0
95.5822652933168,25.5775353931409,0.0
95.7369272933168,25.5761803931409,0.0
95.7214312933168,25.5756383931409,0.0
95.5947812933168,25.5753673931409,0.0
95.5587232933168,25.5750963931409,0.0
95.6040192933168,25.5729283931409,0.0
95.8683452933168,25.5729283931409,0.0
95.8006992933168,25.5718443931409,0.0
95.5110432933168,25.5715733931409,0.0
95.9118532933168,25.5713023931409,0.0
95.5417372933168,25.5683213931409,0.0
95.7765612933168,25.5683213931409,0.0
95.8355652933168,25.5677793931409,0.0
95.5572332933168,25.5672373931409,0.0
95.6362032933168,25.5639853931409,0.0
95.7777532933168,25.5623593931409,0.0
95.8370552933168,25.5620883931409,0.0
95.8263272933168,25.5610043931409,0.0
95.7762632933168,25.5580233931409,0.0
95.4535292933168,25.5577523931409,0.0
95.7804352933168,25.5555843931409,0.0
95.9228792933168,25.5515193931409,0.0
95.8909932933168,25.5507063931409,0.0
95.6904392933168,25.5485383931409,0.0
95.8355652933168,25.5485383931409,0.0
95.9124492933168,25.5485383931409,0.0
95.7208352933168,25.5469123931409,0.0
95.5891192933168,25.5442023931409,0.0
95.4365432933168,25.5428473931409,0.0
95.4642572933168,25.5428473931409,0.0
95.7458672933168,25.5423053931409,0.0
95.9055952933168,25.5401373931409,0.0
95.7604692933168,25.5382403931409,0.0
95.8883112933168,25.5379693931409,0.0
95.8829472933168,25.5371563931409,0.0
95.4532312933168,25.5366143931409,0.0
95.4624692933168,25.5358013931409,0.0
95.6099792933168,25.5355303931409,0.0
95.8862252933168,25.5352593931409,0.0
95.8611932933168,25.5314653931409,0.0
95.6829892933168,25.5311943931409,0.0
95.6791152933168,25.5309233931409,0.0
95.4276032933168,25.5290263931409,0.0
95.7387152933168,25.5284843931409,0.0
95.8370552933168,25.5276713931409,0.0
95.7315632933168,25.5274003931409,0.0
95.7479532933168,25.5274003931409,0.0
95.8632792933168,25.5274003931409,0.0
95.6272632933168,25.5271293931409,0.0
95.6251772933168,25.5263163931409,0.0
95.8227512933168,25.5230643931409,0.0
95.8471872933168,25.5225223931409,0.0
95.7363312933168,25.5179153931409,0.0
95.5792852933168,25.5141213931409,0.0
95.7220272933168,25.5135793931409,0.0
95.6800092933168,25.5092433931409,0.0
95.7321592933168,25.5089723931409,0.0
95.8030832933168,25.5084303931409,0.0
95.4454832933168,25.5076173931409,0.0
95.7911632933168,25.5062623931409,0.0
95.5780932933168,25.5059913931409,0.0
95.5035932933168,25.5038233931409,0.0
95.6806052933168,25.5030103931409,0.0
95.4219412933168,25.5024683931409,0.0
95.4976332933168,25.5016553931409,0.0
95.7083192933168,25.4978613931409,0.0
95.5184932933168,25.4959643931409,0.0
95.4663432933168,25.4948803931409,0.0
95.6516992933168,25.4935253931409,0.0
95.6281572933168,25.4921703931409,0.0
95.5560412933168,25.4918993931409,0.0
95.7857992933168,25.4886473931409,0.0
95.4872032933168,25.4799753931409,0.0
95.6123632933168,25.4794333931409,0.0
95.7935472933168,25.4786203931409,0.0
95.5024012933168,25.4704903931409,0.0
95.6275612933168,25.4704903931409,0.0
95.5673652933168,25.4699483931409,0.0
95.5101492933168,25.4688643931409,0.0
95.4764752933168,25.4675093931409,0.0
95.4919712933168,25.4672383931409,0.0
95.6257732933168,25.4653413931409,0.0
95.6791152933168,25.4623603931409,0.0
95.6785192933168,25.4610053931409,0.0
95.7074252933168,25.4596503931409,0.0
95.7038492933168,25.4588373931409,0.0
95.5232612933168,25.4534173931409,0.0
95.5476972933168,25.4501653931409,0.0
95.7378212933168,25.4474553931409,0.0
95.4544232933168,25.4439323931409,0.0
95.5259432933168,25.4431193931409,0.0
95.6403752933168,25.4423063931409,0.0
95.6558712933168,25.4406803931409,0.0
95.7655352933168,25.4374283931409,0.0
95.4833292933168,25.4371573931409,0.21137609
95.7247092933168,25.4358023931409,0.0
95.7545092933168,25.4336343931409,0.0
95.7568932933168,25.4333633931409,0.0
95.6218992933168,25.4309243931409,0.0
95.7098092933168,25.4303823931409,0.0
95.5611072933168,25.4284853931409,0.0
95.7336492933168,25.4274013931409,0.0
95.5104472933168,25.4271303931409,0.0
95.7235172933168,25.4244203931409,0.0
95.7759652933168,25.4241493931409,0.0
95.7321592933168,25.4236073931409,0.0
95.4675352933168,25.4214393931409,0.0
95.7399072933168,25.4211683931409,0.0
95.7223252933168,25.4200843931409,0.0
95.6454412933168,25.4190003931409,0.0
95.4276032933168,25.4187293931409,0.0
95.4308812933168,25.4160193931409,0.0
95.4949512933168,25.4157483931409,0.0
95.5971652933168,25.4157483931409,0.0
95.5923972933168,25.4149353931409,0.0
95.5041892933168,25.4146643931409,0.0
95.7455692933168,25.4146643931409,0.0
95.5351812933168,25.4108703931409,0.0
95.6242832933168,25.4108703931409,0.0
95.5754112933168,25.4105993931409,0.0
95.6990812933168,25.4089733931409,0.0
95.4097232933168,25.4073473931409,0.0
95.4997192933168,25.4073473931409,0.0
95.5572332933168,25.4065343931409,0.0
95.4076372933168,25.4032823931409,0.0
95.6904392933168,25.4027403931409,0.0
95.7440792933168,25.4027403931409,0.0
95.5688552933168,25.4013853931409,0.0
95.6958032933168,25.4000303931409,0.0
95.6609372933168,25.3905453931409,0.0
95.7074252933168,25.3894613931409,0.0
95.6925252933168,25.3881063931409,0.0
95.7500392933168,25.3881063931409,0.0
95.4851172933168,25.3875643931409,0.0
95.7542112933168,25.3845833931409,0.0
95.5026992933168,25.3826863931409,0.0
95.5271352933168,25.3818733931409,0.0
95.5783912933168,25.3805183931409,0.0
95.4267092933168,25.3794343931409,0.0
95.7297752933168,25.3786213931409,0.0
95.5146192933168,25.3756403931409,0.37047085
95.4231332933168,25.3748273931409,0.0
95.4290932933168,25.3740143931409,0.0
95.7676212933168,25.3726593931409,0.0
95.4204512933168,25.3699493931409,0.0
95.7318612933168,25.3680523931409,0.0
95.6868632933168,25.3672393931409,0.0
95.5101492933168,25.3648003931409,0.0
95.7446752933168,25.3639873931409,0.0
95.5304132933168,25.3629033931409,0.0
95.6952072933168,25.3596513931409,0.0
95.7172592933168,25.3588383931409,0.0
95.4776672933168,25.3582963931409,0.0
95.4559132933168,25.3550443931409,0.0
95.5614052933168,25.3545023931409,0.0
95.4624692933168,25.3515213931409,0.0
95.5441212933168,25.3504373931409,0.0
95.5059772933168,25.3493533931409,0.0
95.7086172933168,25.3493533931409,0.0
95.7381192933168,25.3493533931409,0.0
95.7422912933168,25.3455593931409,0.0
95.4654492933168,25.3420363931409,0.0
95.4225372933168,25.3414943931409,0.0
95.5947812933168,25.3379713931409,0.0
95.7074252933168,25.3374293931409,0.0
95.6531892933168,25.3360743931409,0.0
95.6031252933168,25.3355323931409,0.0
95.6177272933168,25.3333643931409,0.0
95.6224952933168,25.3330933931409,0.0
95.5566372933168,25.3311963931409,0.0
95.6683872933168,25.3298413931409,0.0
95.5575312933168,25.3295703931409,0.0
95.6031252933168,25.3290283931409,0.0
95.6752412933168,25.3276733931409,0.0
95.4815412933168,25.3238793931409,0.0
95.5834572933168,25.3236083931409,0.0
95.5816692933168,25.3230663931409,0.0
95.4925672933168,25.3206273931409,0.0
95.3930352933168,25.3195433931409,0.0
95.4869052933168,25.3190013931409,0.0
95.6469312933168,25.3162913931409,0.0
95.4323712933168,25.3149363931409,0.0
95.4115112933168,25.3116843931409,0.0
95.6010392933168,25.3111423931409,0.39116967
95.6308392933168,25.3108713931409,0.0
95.5852452933168,25.3103293931409,0.0
95.6531892933168,25.3097873931409,0.0
95.5569352933168,25.3089743931409,0.0
95.4356492933168,25.3084323931409,0.0
95.5223672933168,25.3076193931409,0.0
95.5807752933168,25.3076193931409,0.57199633
95.4574032933168,25.3068063931409,0.0
95.4603832933168,25.3057223931409,0.0
95.4591912933168,25.3032833931409,0.0
95.6010392933168,25.3021993931409,0.0
95.5685572933168,25.3000313931409,0.0
95.4851172933168,25.2986763931409,0.0
95.4931632933168,25.2975923931409,0.0
95.6403752933168,25.2973213931409,0.0
95.5035932933168,25.2919013931409,0.0
95.5882252933168,25.2908173931409,0.0
95.3033372933168,25.2900043931409,0.0
95.3882672933168,25.2897333931409,0.0
95.5178972933168,25.2878363931409,0.0
95.5628952933168,25.2875653931409,0.0
95.3542952933168,25.2867523931409,0.0
95.6487192933168,25.2835003931409,0.0
95.3942272933168,25.2818743931409,0.0
95.4106172933168,25.2816033931409,0.0
95.5503792933168,25.2813323931409,0.0
95.5974632933168,25.2810613931409,0.0
95.5327972933168,25.2802483931409,0.0
95.3030392933168,25.2788933931409,0.0
95.4279012933168,25.2780803931409,0.0
95.3930352933168,25.2778093931409,0.0
95.4317752933168,25.2772673931409,0.0
95.4809452933168,25.2767253931409,0.0
95.5432272933168,25.2750993931409,0.0
95.6457392933168,25.2732023931409,0.0
95.5915032933168,25.2688663931409,0.0
95.4067432933168,25.2685953931409,0.0
95.3084032933168,25.2672403931409,0.0
95.4919712933168,25.2599233931409,0.0
95.3644272933168,25.2582973931409,0.0
95.4663432933168,25.2569423931409,0.0
95.4723032933168,25.2536903931409,0.0
95.2809872933168,25.2531483931409,0.0
95.3426732933168,25.2523353931409,0.0
95.3441632933168,25.2523353931409,0.0
95.4600852933168,25.2490833931409,0.0
95.3170452933168,25.2477283931409,0.0
95.5479952933168,25.2469153931409,0.0
95.5366712933168,25.2466443931409,0.0
95.3805192933168,25.2458313931409,0.0
95.5286252933168,25.2444763931409,0.0
95.4910772933168,25.2412243931409,0.0
95.3459512933168,25.2398693931409,0.0
95.3706852933168,25.2395983931409,0.0
95.5941852933168,25.2349913931409,1.24220296E-14
95.3131712933168,25.2314683931409,0.0
95.4556152933168,25.2284873931409,0.0
95.5280292933168,25.2274033931409,0.0
95.5059772933168,25.2268613931409,0.0
95.3885652933168,25.2263193931409,0.0
95.2786032933168,25.2233383931409,0.0
95.2628092933168,25.2195443931409,0.0
95.3534012933168,25.2168343931409,0.0
95.3760492933168,25.2149373931409,0.0
95.4708132933168,25.2116853931409,0.0
95.3557852933168,25.2114143931409,0.0
95.4341592933168,25.2106013931409,0.0
95.2803912933168,25.2078913931409,0.0
95.4794552933168,25.2068073931409,0.0
95.3623412933168,25.2032843931409,0.0
95.4231332933168,25.2022003931409,0.0
95.5491872933168,25.2011163931409,0.0
95.2872452933168,25.2005743931409,0.0
95.2949932933168,25.2005743931409,0.0497993
95.3834992933168,25.1989483931409,0.0
95.3557852933168,25.1940703931409,0.0
95.4994212933168,25.1940703931409,0.0
95.5202812933168,25.1935283931409,0.0
95.5211752933168,25.1935283931409,0.0
95.4323712933168,25.1919023931409,0.0
95.3471432933168,25.1900053931409,0.0
95.3998892933168,25.1856693931409,0.0
95.4684292933168,25.1851273931409,0.0
95.4761772933168,25.1840433931409,0.0
95.4240272933168,25.1835013931409,0.0
95.4112132933168,25.1821463931409,0.0
95.4344572933168,25.1813333931409,0.0
95.2988672933168,25.1797073931409,0.0
95.3766452933168,25.1788943931409,0.0
95.4723032933168,25.1761843931409,0.0
95.4097232933168,25.1753713931409,0.0
95.3888632933168,25.1588403931409,0.0
95.3000592933168,25.1555883931409,0.0
95.4755812933168,25.1531493931409,0.0
95.4243252933168,25.1504393931409,0.0
95.3373092933168,25.1482713931409,0.0
95.3766452933168,25.1471873931409,0.0
95.4276032933168,25.1442063931409,0.0
95.4708132933168,25.1428513931409,0.0
95.3328392933168,25.1341793931409,0.0
95.3787312933168,25.1238813931409,0.0
95.3849892933168,25.1238813931409,0.0
95.4448872933168,25.1214423931409,0.0
95.4317752933168,25.1192743931409,0.0
95.3042312933168,25.1187323931409,0.0
95.3286672933168,25.1181903931409,0.0
95.4475692933168,25.1130413931409,6.1527174E-4
95.3426732933168,25.1092473931409,0.0
95.3319452933168,25.0978653931409,0.0
95.3495272933168,25.0913613931409,0.0
95.3206212933168,25.0864833931409,0.0
95.3638312933168,25.0835023931409,0.0
95.3602552933168,25.0799793931409,0.0
95.3763472933168,25.0788953931409,0.0
